book	ia_id	plate	leaf	plate_title	subject	content_type	measured	status	page_image_url	note
viollet_dictionnaire	frwikisource	Architecture militaire	0	Plan tour Puy Saint Front Perigueux	Perigueux	plan	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/2/2f/Plan.tour.Puy.Saint.Front.Perigueux.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Plan of the Puy-Saint-Front tower, Perigueux.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Plan tour XVe siecle Langres	Langres	plan	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/3/3a/Plan.tour.XVe.siecle.Langres.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Plan of a 15th-century Langres gun tower.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Plan tours Loches et Provins	Provins	plan	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/1/16/Plan.tours.Loches.et.Provins.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Comparative plans, Loches and Provins - the becs/eperons on round towers.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Plan ville romaine	typological or diagrammatic	plan	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/1/16/Plan.ville.romaine.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Idealised Roman town plan.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Pont de Marseille	Marseille	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/a/ae/Pont.de.Marseille.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Bridge defence with cavalier at Marseille.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Pont levis ouvrage avance	typological or diagrammatic	mechanism diagram	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/0/0f/Pont.levis.ouvrage.avance.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Drawbridge to an outwork.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Pont levis	typological or diagrammatic	mechanism diagram	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/0/0e/Pont.levis.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Drawbridge - Architecture militaire's own diagram; see Porte for the fully dimensioned mechanism plates.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Porte Mazelle Metz	Metz	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/b/b6/Porte.Mazelle.Metz.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Metz gate rebuilt for artillery - shows the barbican razed and earthed for guns.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Porte Sainte Barbe Metz	Metz	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/3/35/Porte.Sainte.Barbe.Metz.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Metz, late 16th-century bastioned work behind the old front.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Porte barriere Aubenton	Aubenton	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/2/21/Porte.barriere.Aubenton.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Barrier gate at Aubenton.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Porte barriere	typological or diagrammatic	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/4/47/Porte.barriere.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Typological barrier gate.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Porte tapecu	typological or diagrammatic	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/7/77/Porte.tapecu.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Detail of a tape-cul (counterweighted swing barrier).
viollet_dictionnaire	frwikisource	Architecture militaire	0	Protection courtine apres sape	typological or diagrammatic	explanatory diagram	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/1/16/Protection.courtine.apres.sape.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). VIOLLET'S OWN DIAGRAM of shoring a curtain after undermining.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Ravelin et tenaille	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/e/ed/Ravelin.et.tenaille.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Ravelin and tenaille - 16th/17th-century trace.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Rempart de pieux	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/3/3e/Rempart.de.pieux.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). RECONSTRUCTION from Caesar's description of Gaulish and Germanic ramparts.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Rempart de troncs 2	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/7/73/Rempart.de.troncs.2.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). RECONSTRUCTION from Caesar, companion sheet.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Rempart de troncs	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/5/5f/Rempart.de.troncs.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). RECONSTRUCTION from Caesar - horizontal log rampart with earth fill.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Rempart et boulevard	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/2/24/Rempart.et.boulevard.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). VIOLLET'S OWN DIAGRAM of rampart plus boulevard.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Rempart gabionnades et palis	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/0/09/Rempart.gabionnades.et.palis.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). VIOLLET'S OWN DIAGRAM of emergency gabion and palisade work.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Rempart renforce 2	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/6/63/Rempart.renforce.2.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). VIOLLET'S OWN DIAGRAM, companion sheet.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Rempart renforcé	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/5/54/Rempart.renforc%C3%A9.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). VIOLLET'S OWN DIAGRAM of a rampart backed with earth against gunfire.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Rempart rentrant	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/9/93/Rempart.rentrant.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). VIOLLET'S OWN DIAGRAM of a re-entrant rampart.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Tour Carcasonne avec bec	typological or diagrammatic	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/7/7a/Tour.Carcasonne.avec.bec.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Carcassonne tower with bec (spur) - the answer to the tangent dead-point.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Tour Carcassonne 2	Carcassonne	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/0/0e/Tour.Carcassonne.2.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Carcassonne tower, companion sheet.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Tour Carcassonne	Carcassonne	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/5/58/Tour.Carcassonne.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Carcassonne tower.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Tour Puy Saint Front Perigueux	Perigueux	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/6/6e/Tour.Puy.Saint.Front.Perigueux.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Puy-Saint-Front tower, Perigueux.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Tour carree Avignon	Avignon	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/2/26/Tour.carree.Avignon.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Square tower, Avignon - Italianate practice, weak flanking by his own account.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Tour chateau Avignon	Avignon	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/7/71/Tour.chateau.Avignon.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Tower of the chateau at Avignon.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Tours a etages	typological or diagrammatic	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/8/86/Tours.a.etages.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Typological diagram of tiered tower defence.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Tours et courtine	typological or diagrammatic	elevation or view	unverified	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/1/1b/Tours.et.courtine.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Typological diagram of tower-and-curtain relationship; generalised, not a named site.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Traverses et gabionnages	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/6/66/Traverses.et.gabionnages.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). VIOLLET'S OWN DIAGRAM of traverses and gabionnage.
viollet_dictionnaire	frwikisource	Porte	0	Coupe porte XIe siecle	typological or diagrammatic	section	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/3/3d/Coupe.porte.XIe.siecle.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Section of an early gate type; the article's early-feudal gate is barely 3 m wide by 3-4 m high under the keystone.
viollet_dictionnaire	frwikisource	Porte	0	Coupe porte barbacane Carcassonne	Carcassonne	section	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/c/c8/Coupe.porte.barbacane.Carcassonne.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). SECTION of the barbican gate on its axis, Carcassonne. SHOWN IN SECTION.
viollet_dictionnaire	frwikisource	Porte	0	Plan porte barbacane Carcassonne	Carcassonne	plan	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/b/b0/Plan.porte.barbacane.Carcassonne.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Plan of the barbican gate, Carcassonne; the whole work is open at the gorge so it cannot be held against the castle.
viollet_dictionnaire	frwikisource	Porte	0	Pont levis XIVe XVe siecle 2	typological or diagrammatic	mechanism diagram	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/0/01/Pont.levis.XIVe.XVe.siecle.2.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). The two-arm drawbridge of the 14th and 15th centuries - external and internal elevations, plan and LONGITUDINAL SECTION with the counterweighted arms swinging into their housings. SHOWN IN SECTION. Standard gate 3.50 x 3.50 m.
viollet_dictionnaire	frwikisource	Porte	0	Pont levis XIVe XVe siecle (fig 46 legible in image)	typological or diagrammatic	mechanism diagram	yes	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/5/56/Pont.levis.XIVe.XVe.siecle.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Fig 46 legible, 0-3 m scale bar. SHOWN IN SECTION: the single-arm postern drawbridge - bay 1 m wide at most by 2-2.50 m high, arm housed in a groove, iron bow K and chains, portcullis behind.
viollet_dictionnaire	frwikisource	Porte	0	Porte Flavigny 2	Flavigny	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/3/3b/Porte.Flavigny.2.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Flavigny - inner face and SECTION showing the stone divisions between machicolation corbels. SHOWN IN SECTION.
viollet_dictionnaire	frwikisource	Porte	0	Porte Flavigny	Flavigny	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/3/36/Porte.Flavigny.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Flavigny - transitional gate with circular gunloops for very small pieces at base, mid-height and summit.
viollet_dictionnaire	frwikisource	Porte	0	Porte Hotel Jacques Coeur Bourges 2	Bourges	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/b/bc/Porte.Hotel.Jacques.Coeur.Bourges.2.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Civil doorway, Bourges - outside the fortification scope.
viollet_dictionnaire	frwikisource	Porte	0	Porte Hotel Jacques Coeur Bourges	Bourges	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/3/3a/Porte.Hotel.Jacques.Coeur.Bourges.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Civil doorway, Bourges - outside the fortification scope, listed for completeness.
viollet_dictionnaire	frwikisource	Porte	0	Porte Laon Coucy 10	Coucy	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/e/ee/Porte.Laon.Coucy.10.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Porte de Laon, Coucy - external elevation, bridges down and portcullises up. The hourds here were permanent, on stone corbels.
viollet_dictionnaire	frwikisource	Porte	0	Porte Laon Coucy 11	Coucy	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/a/ab/Porte.Laon.Coucy.11.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Porte de Laon, Coucy - cross section on the tower axis, and the city-side elevation.
viollet_dictionnaire	frwikisource	Porte	0	Porte Laon Coucy 2	Coucy	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/2/28/Porte.Laon.Coucy.2.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Porte de Laon, Coucy - approach system with barbican, viaduct and axial tower.
